Resp_ID,Pub_ID,Last_Active,Zoom,WKT,GeoJSON,Describe
88wmh4yec6b4,2sc9khl78dla,2024-08-29 10:23:39,12.2,"POLYGON ((15.821469 78.205459, 15.819078 78.20552, 15.81579 78.20552, 15.8131 78.205336, 15.811008 78.204848, 15.809215 78.204114, 15.808318 78.203259, 15.80802 78.20222, 15.80802 78.20112, 15.808318 78.200142, 15.810411 78.199348, 15.814296 78.198798, 15.819078 78.198492, 15.825355 78.198431, 15.831631 78.198492, 15.837011 78.198798, 15.841195 78.199226, 15.844782 78.199898, 15.846874 78.200692, 15.848069 78.201609, 15.848069 78.202342, 15.847472 78.203015, 15.845678 78.203687, 15.842391 78.20442, 15.839103 78.205031, 15.834919 78.20552, 15.831033 78.205764, 15.827447 78.205886, 15.824757 78.205825, 15.821469 78.205459, 15.81848 78.204848, 15.821469 78.205459))","{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[15.821469,78.205459],[15.819078,78.20552],[15.81579,78.20552],[15.8131,78.205336],[15.811008,78.204848],[15.809215,78.204114],[15.808318,78.203259],[15.80802,78.20222],[15.80802,78.20112],[15.808318,78.200142],[15.810411,78.199348],[15.814296,78.198798],[15.819078,78.198492],[15.825355,78.198431],[15.831631,78.198492],[15.837011,78.198798],[15.841195,78.199226],[15.844782,78.199898],[15.846874,78.200692],[15.848069,78.201609],[15.848069,78.202342],[15.847472,78.203015],[15.845678,78.203687],[15.842391,78.20442],[15.839103,78.205031],[15.834919,78.20552],[15.831033,78.205764],[15.827447,78.205886],[15.824757,78.205825],[15.821469,78.205459],[15.81848,78.204848],[15.821469,78.205459]]]}}",
88wmh4yec6b4,2sc9khl78dla,2024-08-29 10:23:39,12.2,"POLYGON ((15.935043 78.185771, 15.93325 78.186383, 15.932354 78.186566, 15.935043 78.185771))","{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[15.935043,78.185771],[15.93325,78.186383],[15.932354,78.186566],[15.935043,78.185771]]]}}",Permafrost
88wmh4yec6b4,2sc9khl78dla,2024-08-29 10:23:39,10.12,"POLYGON ((15.639009 78.229762, 15.628918 78.231048, 15.623872 78.231048, 15.618827 78.230791, 15.611258 78.229504, 15.603689 78.227188, 15.597382 78.224099, 15.592337 78.22101, 15.591075 78.218692, 15.589814 78.216374, 15.588552 78.214055, 15.588552 78.212251, 15.588552 78.210447, 15.593598 78.209159, 15.601167 78.208643, 15.611258 78.208385, 15.621349 78.208385, 15.631441 78.208385, 15.644055 78.208901, 15.655408 78.209416, 15.666761 78.21019, 15.675591 78.211221, 15.683159 78.213024, 15.685682 78.215343, 15.688205 78.218177, 15.688205 78.220237, 15.688205 78.22204, 15.686944 78.223584, 15.684421 78.225129, 15.681898 78.226416, 15.678114 78.227446, 15.670545 78.22796, 15.660454 78.22796, 15.652885 78.226931, 15.639009 78.229762))","{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[15.639009,78.229762],[15.628918,78.231048],[15.623872,78.231048],[15.618827,78.230791],[15.611258,78.229504],[15.603689,78.227188],[15.597382,78.224099],[15.592337,78.22101],[15.591075,78.218692],[15.589814,78.216374],[15.588552,78.214055],[15.588552,78.212251],[15.588552,78.210447],[15.593598,78.209159],[15.601167,78.208643],[15.611258,78.208385],[15.621349,78.208385],[15.631441,78.208385],[15.644055,78.208901],[15.655408,78.209416],[15.666761,78.21019],[15.675591,78.211221],[15.683159,78.213024],[15.685682,78.215343],[15.688205,78.218177],[15.688205,78.220237],[15.688205,78.22204],[15.686944,78.223584],[15.684421,78.225129],[15.681898,78.226416],[15.678114,78.227446],[15.670545,78.22796],[15.660454,78.22796],[15.652885,78.226931],[15.639009,78.229762]]]}}",Permafrost monitoring
3vk6i6gcn7c8,4bmd34mc9ub6,2024-08-30 07:31:51,13.42,"POLYGON ((15.642397 78.220254, 15.642397 78.220463, 15.642013 78.220463, 15.641373 78.220489, 15.640861 78.220515, 15.640094 78.220568, 15.639582 78.22062, 15.638942 78.22062, 15.638302 78.22062, 15.637534 78.22062, 15.636767 78.22062, 15.635743 78.220594, 15.634719 78.220489, 15.633824 78.220411, 15.632928 78.220306, 15.632544 78.220176, 15.63216 78.220071, 15.632032 78.219967, 15.631904 78.219862, 15.631776 78.219732, 15.631648 78.219601, 15.631648 78.219444, 15.631648 78.219288, 15.631648 78.219157, 15.631648 78.219, 15.631776 78.218896, 15.631904 78.218791, 15.63216 78.218687, 15.632416 78.218608, 15.632672 78.218556, 15.633056 78.21853, 15.63344 78.218504, 15.633952 78.218478, 15.634591 78.218478, 15.635103 78.218478, 15.635615 78.218478, 15.636255 78.218504, 15.636895 78.218556, 15.637534 78.218608, 15.638302 78.218661, 15.638942 78.218687, 15.63971 78.218739, 15.640222 78.218791, 15.640861 78.218817, 15.641501 78.21887, 15.642013 78.218948, 15.642397 78.219026, 15.642781 78.219105, 15.643037 78.219157, 15.643037 78.219235, 15.643165 78.219288, 15.643165 78.21934, 15.643293 78.219418, 15.643421 78.21947, 15.643549 78.219549, 15.643676 78.219601, 15.643676 78.219679, 15.643676 78.219732, 15.643676 78.21981, 15.643676 78.219862, 15.643676 78.219915, 15.643676 78.219967, 15.643549 78.219993, 15.643549 78.219993, 15.642397 78.220254))","{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[15.642397,78.220254],[15.642397,78.220463],[15.642013,78.220463],[15.641373,78.220489],[15.640861,78.220515],[15.640094,78.220568],[15.639582,78.22062],[15.638942,78.22062],[15.638302,78.22062],[15.637534,78.22062],[15.636767,78.22062],[15.635743,78.220594],[15.634719,78.220489],[15.633824,78.220411],[15.632928,78.220306],[15.632544,78.220176],[15.63216,78.220071],[15.632032,78.219967],[15.631904,78.219862],[15.631776,78.219732],[15.631648,78.219601],[15.631648,78.219444],[15.631648,78.219288],[15.631648,78.219157],[15.631648,78.219],[15.631776,78.218896],[15.631904,78.218791],[15.63216,78.218687],[15.632416,78.218608],[15.632672,78.218556],[15.633056,78.21853],[15.63344,78.218504],[15.633952,78.218478],[15.634591,78.218478],[15.635103,78.218478],[15.635615,78.218478],[15.636255,78.218504],[15.636895,78.218556],[15.637534,78.218608],[15.638302,78.218661],[15.638942,78.218687],[15.63971,78.218739],[15.640222,78.218791],[15.640861,78.218817],[15.641501,78.21887],[15.642013,78.218948],[15.642397,78.219026],[15.642781,78.219105],[15.643037,78.219157],[15.643037,78.219235],[15.643165,78.219288],[15.643165,78.21934],[15.643293,78.219418],[15.643421,78.21947],[15.643549,78.219549],[15.643676,78.219601],[15.643676,78.219679],[15.643676,78.219732],[15.643676,78.21981],[15.643676,78.219862],[15.643676,78.219915],[15.643676,78.219967],[15.643549,78.219993],[15.643549,78.219993],[15.642397,78.220254]]]}}",Human health
4tb8w8w92vn9,666js48djf88,2024-08-30 12:04:49,11.17,"POLYGON ((15.658707 78.222969, 15.651998 78.223965, 15.648339 78.224089, 15.64407 78.224338, 15.638581 78.224463, 15.633092 78.224463, 15.628213 78.224214, 15.623944 78.223591, 15.621504 78.222969, 15.620284 78.221973, 15.620284 78.220728, 15.620284 78.219234, 15.620284 78.218113, 15.622724 78.217117, 15.626993 78.216245, 15.631872 78.215498, 15.638581 78.214875, 15.645289 78.214626, 15.651998 78.214626, 15.657487 78.215124, 15.662366 78.215996, 15.666025 78.216868, 15.668465 78.217864, 15.669075 78.21886, 15.669075 78.219981, 15.669075 78.221102, 15.666025 78.221973, 15.662366 78.222471, 15.658097 78.222969, 15.655047 78.223093, 15.651998 78.223218, 15.650778 78.223467, 15.650778 78.223467, 15.658707 78.222969))","{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[15.658707,78.222969],[15.651998,78.223965],[15.648339,78.224089],[15.64407,78.224338],[15.638581,78.224463],[15.633092,78.224463],[15.628213,78.224214],[15.623944,78.223591],[15.621504,78.222969],[15.620284,78.221973],[15.620284,78.220728],[15.620284,78.219234],[15.620284,78.218113],[15.622724,78.217117],[15.626993,78.216245],[15.631872,78.215498],[15.638581,78.214875],[15.645289,78.214626],[15.651998,78.214626],[15.657487,78.215124],[15.662366,78.215996],[15.666025,78.216868],[15.668465,78.217864],[15.669075,78.21886],[15.669075,78.219981],[15.669075,78.221102],[15.666025,78.221973],[15.662366,78.222471],[15.658097,78.222969],[15.655047,78.223093],[15.651998,78.223218],[15.650778,78.223467],[15.650778,78.223467],[15.658707,78.222969]]]}}",
